Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bermuda,0.09317155576664837,0.07222436019333589,-0.014777903862011166,0.03410706216006121,0.0232126646442139,0.0167420714849027,0.05543865935451686,0.028458901184686525,0.015278939064003572,-0.05284177144964641,-0.020941135383597653,-0.03339494402736298,-0.048345401698783985,-0.025111544382163675,,
Bhutan,0.06933024240248842,0.08203773861774888,0.10727840610195494,0.07664334036501064,0.05896408196906,0.07122559606957557,0.06849366020571868,0.17925824849337602,0.04768354272726971,0.06657223771334508,0.1173085436850978,0.07890913927367982,0.0507170977512319,0.02142496576382613,0.05745455142811573,0.0649137060796976
Bolivia,0.025078108074350736,0.016837991332199653,0.02485565732692452,0.027113398362654584,0.0417329559272952,0.0442143312788712,0.047970088238431075,0.04564284925647,0.0614859766922069,0.033570012587214704,0.04126722564631624,0.05204092717931408,0.05122274663656112,0.06796011704152694,0.054605697538207654,0.0485718789335301
Bosnia and Herzegovina,0.055000004406271064,0.04399999502455332,0.053000002698837756,0.04000000063373288,0.06099999776122611,0.08758230336167827,0.053784768184347076,0.05728756914277566,0.054815078693068786,-0.0286988127827722,0.007672542346362388,0.009082479760201156,-0.009331875918493715,0.023941919797548117,0.01081875667318477,0.0301592135430222
Botswana,0.019876958496313213,0.002505738694630111,0.06069530863156336,0.04625894794789631,0.0270582173932441,0.04556645659742942,0.08363871063583583,0.08276763761624184,0.06245437392671871,-0.07652310203439827,0.08563631753378353,0.06048316376302676,0.04456167223189311,0.11343424225694432,0.041492527302315896,-0.016999360873558356
Brazil,0.041125087115086556,0.013894755996906483,0.030536699805780332,0.01140738805645225,0.05759899635317045,0.03202246864333347,0.039621365787694485,0.060695239334026985,0.05094246107781375,-0.0012592315284347677,0.07528404942021782,0.039744303648471924,0.019210505690872903,0.030049812455677172,0.005039151929393748,-0.03769286955229911
Brunei Darussalam,0.028494218535883853,0.027440405178344562,0.03872096971931405,0.02903955471484365,0.005043182535369395,0.0038750720915388115,0.04397719678962653,0.0015458180975396196,-0.019397146341430083,-0.017645355444617317,0.025989657472689,0.037453183535353984,0.009128416688598984,-0.021260285147493008,-0.023497467544630002,-0.005668146056268086
Bulgaria,0.050109494355356166,0.042480252584888634,0.060181222621045194,0.05077522247615396,0.06555566547265856,0.07236192980913447,0.06753133915022014,0.07675350683154059,0.05647005365830915,-0.04219726999395801,0.0005455792375730351,0.01915018009760905,0.0003094360727780021,0.008620927375340148,0.013288497224849927,0.03617442633226431
Burkina Faso,0.018202419050387775,0.06613399544289589,0.04353004317374065,0.07802439905827008,0.04478474346049377,0.08661861604524801,0.06253158604483788,0.05655005115686107,0.07294498155272788,0.029620143711792668,0.08446325183342451,0.06521769448161008,0.06452674751725529,0.028146630776546777,0.041859447452186505,0.039980223572383844
Burundi,-0.008568640155815377,0.020558070984632915,0.04446519378277891,-0.0122372795410145,0.04833657752100384,0.009000000228827076,0.053846574234546196,0.047858319564932694,0.05048118780189159,0.034684254209146115,0.03785902504879202,0.041916257006526125,0.04019365512737583,0.04594054245231782,0.0466091817203913,-0.039049193669701276
Cabo Verde,0.142848688396499,0.02231654483149348,0.052508912181881806,0.04176259358772083,0.10197072543657293,0.06912458008785372,0.0798375044977746,0.15170688047341518,0.06650520480233602,-0.012704259672516427,0.014667901095083202,0.03968886291590845,0.010819183221611572,0.008027975691119016,0.006112126952070751,0.010660461115361342
Cambodia,0.0876747147284227,0.08148386097036964,0.06578939512474546,0.08505895547344244,0.10340528779719071,0.13250086913559955,0.10771083672164994,0.10212573913034095,0.06691577474266763,0.0008669696534298055,0.059630785727972535,0.07069569948534049,0.07313345500386204,0.0742790010247274,0.0707152535183957,0.07036087179291228
Cameroon,0.04173581031353657,0.04514271084775978,0.04009044573791343,0.04030993312436659,0.037018540582748116,0.022968528548428013,0.03224002985285601,0.0325566449194572,0.028840462342114792,0.019318505911410044,0.0326864887378735,0.04140591843188446,0.04588738703369666,0.05561688127848763,0.059269649606969343,0.05773247579634111
Canada,0.051825972520327834,0.017702608099855466,0.030105890187411832,0.01802294604482646,0.03085790847301495,0.032012401505510324,0.026237594537332765,0.020626002697295753,0.010001252505009939,-0.029495836356082994,0.03083312036800412,0.03141695486717988,0.017450350028543005,0.02475209515766097,0.02565270013255727,0.009417793786278938
Central African Republic,-0.024894323942145857,0.044647389626927714,0.03616542202445183,-0.05397485189773088,0.05994884235835318,0.009082104923979983,0.047710854590227836,0.046075348126032534,0.020541309688651088,0.017092392560861258,0.03046634725928521,0.033007191326907215,0.04112797855634698,-0.3669995243092574,0.010400180428908001,0.04799886112114882
Chad,-0.008796810100713093,0.11658134650850882,0.08491209821622214,0.14721667018337814,0.33629371845145783,0.17332533735121025,0.006482620111809778,0.03271499581124915,0.030526915342665273,0.04217695546920419,0.13550100853718017,0.0008286980692200352,0.08882576065811021,0.05700001364938756,0.06899985041999535,0.017999995262683477
Chile,0.05327405895856874,0.03302542812662179,0.03107208401987971,0.04091284096740866,0.07209411177333291,0.05742576562836543,0.06317574262876269,0.04905037073857743,0.03529597583427524,-0.015642282314352163,0.05844404298908801,0.06110607766155085,0.053188553292049745,0.040450238713322983,0.019094468821943655,0.02252497518893093
China,0.08491311791036815,0.08339889498810948,0.09130856353021266,0.10035350384695363,0.10111394388361661,0.11395592668176957,0.1271958205526842,0.14231396250422468,0.09654351713665377,0.09399744065392279,0.10636129362202196,0.09536407774947464,0.07856309110499216,0.07757593248041239,0.07297743774230647,0.06900155880810588
Colombia,0.04420021373201033,0.016780005298949074,0.025040746777300393,0.03918314043325255,0.0533280891007899,0.047067180932691466,0.06697486702879485,0.06900712081748783,0.03546767225766101,0.016515139798725098,0.03971686698979182,0.06589482192754459,0.04044049148337381,0.04873972284270023,0.04393724705452384,0.03052076996361386
Comoros,0.10848074945823516,0.023329365103370137,0.023247792569372594,0.02104101955285853,0.01919602367483786,0.02837407770730982,0.02646899869405339,0.008001527899701433,0.004002668579022428,0.01949999975655281,0.02199999983354961,0.02600000097418742,0.029999999582940085,0.03499999997591918,0.0206163946525586,0.010151184686117531
"Congo, Dem. Rep.",-0.06910927316861881,-0.021001730210994496,0.029477651778748726,0.05577822317910419,0.06738373930008934,0.06135151155183616,0.05320981060343266,0.06259469848124555,0.06225900281649044,0.028550601063447978,0.07078889425710755,0.06864630025487073,0.07157859630639929,0.08503503315909988,0.0950996356600955,0.06882729998962311
"Congo, Rep.",0.07575980387545567,0.038026019002412204,0.045818700594988826,0.008132640827715587,0.03476631611492831,0.07755758981306449,0.06235997014433137,-0.015822227474564743,0.05572264170283203,0.07468878035510174,0.08751655791557011,0.03420621273849633,0.03799995853775995,0.03440705250486786,0.06779940954506825,0.026464479381245187
Costa Rica,0.037345330071200555,0.03490469431958432,0.03291753199509517,0.042554762508219435,0.04336575111076191,0.03870873066924241,0.07237732804916375,0.0816789611744404,0.04649598459943882,-0.009705483114406221,0.04951863843627691,0.04307101659716328,0.047969199198883095,0.02269027398984469,0.03656803634043437,0.04723266702375195
Cote d'Ivoire,-0.02068400054240649,0.0012137191154759641,-0.016676421356571103,-0.013595359443569488,0.01231772840645573,0.017212473671089468,0.015158423627708473,0.017650367854803006,0.02542841475972013,0.0325145371741935,0.02017638595286897,-0.04387254789534534,0.10706504103484948,0.08889421299974898,0.08794077391789878,0.09163380702872059
Croatia,0.03767496171771789,0.03434404365506838,0.052464745280766056,0.055579070353862114,0.040828106877610626,0.041638408985328335,0.047851208772124565,0.051500049796900704,0.020533654996581108,-0.07383782998877009,-0.017012497631541224,-0.0028126266270100952,-0.02187429173075206,-0.010639210955264877,-0.004917575276782826,0.016414420679016883
Cuba,0.05914760018585996,0.03185029904400927,0.014248212604926369,0.037927402232358576,0.05770538069998965,0.11201656556547768,0.12065862977434683,0.07262136966498911,0.041168280411904457,0.014513054313308293,0.02390352296673881,0.02802300836338767,0.03014900289717004,0.027476025625407186,0.010475766310331425,0.044383335885174846
Cyprus,0.05724401740252194,0.03600665030770944,0.03399104373037409,0.024758695077284232,0.04570303486742411,0.03724317726010251,0.04510183319569738,0.04820710542552353,0.038639660549228294,-0.017724507491896913,0.013177778054853428,0.003211959967569067,-0.031577776705603355,-0.05952747913138301,-0.015314516325077299,0.016792737283637393
Czech Republic,0.042940475616559004,0.030514540796111822,0.01646834169566258,0.03602161044462804,0.0494763935962419,0.06442205111554333,0.06876453702140184,0.05529364395765701,0.02710860829920403,-0.048417964066225005,0.02294783863380312,0.02004675967075009,-0.007998446719642338,-0.0048358531008178,0.02715097091104468,0.04535689600418458
Denmark,0.037470864498173606,0.008232149982730919,0.004662826431108602,0.00389965505597889,0.026683725960904292,0.02336613692716827,0.03913088508990259,0.00909115620780998,-0.005121205862897771,-0.04906585637353711,0.018710393854739715,0.013369772822559467,0.002264787005822777,0.009332220316231377,0.016759014938304784,0.016062665550334643
Djibouti,0.0041621394233903874,0.020477644220620483,0.026185622878425407,0.03199959367998506,0.03826476096011544,0.031696011648144395,0.047998646813576684,0.051000613972350006,0.057999626265526905,0.05032627017968094,0.03486917482916385,0.04467514557929886,0.04842379539581043,0.049999072707667125,0.06000194370891698,0.06500508296080043
Dominica,0.0037531095512197687,0.004731030318183116,-0.017531602535129975,0.07687213070894772,0.032501442346258846,-0.0008824239168943038,0.029296874974166665,0.06321005708532823,0.07120741900940608,-0.011697571512140348,0.006725427478019075,-0.002310113236415834,-0.010697904125621105,0.007706406888852824,0.04186963091545426,-0.01762145008246563
Dominican Republic,0.05656604876575799,0.018092294892100957,0.0578820731625731,-0.0025335880978096803,0.013119582181601697,0.0926275007575994,0.10671154841096753,0.087104141173032,0.03209504260942442,0.009461551690489678,0.08317067728253513,0.031019173106251463,0.02793910371521391,0.04742064191312512,0.07608964835894017,0.07040936189682068
Ecuador,0.010918015626195654,0.040156299013772934,0.04096776657560164,0.027228773376879012,0.08211020917526013,0.052913082664252764,0.04403526434353666,0.02190063971295042,0.06357130600198779,0.005664915926906877,0.03525298668450483,0.07868140918586475,0.05641962066876638,0.04946511267173981,0.03992708508968379,0.001577437246328195
"Egypt, Arab Rep.",0.05368126603406176,0.035355202076870595,0.02370024082731259,0.03192505154781844,0.04090116668901711,0.04478871424890496,0.06853563347370106,0.0709080313197814,0.07157404713412863,0.04673625566919082,0.05145140913741675,0.01779905705200835,0.02215598965814425,0.0218513964517828,0.029162512462612256,0.04371936095405915
El Salvador,0.02152652499594554,0.017089363958627368,0.02340822744675286,0.02300038271079785,0.018505355832475034,0.03562814499702638,0.03911948646311014,0.03839765175391685,0.012738986127563523,-0.03133056452811911,0.013653466660002334,0.022167205426380177,0.01881061228656966,0.018466480153193965,0.0142547573057199,0.022987705202122122
Equatorial Guinea,0.182137799546632,0.63379875418006,0.19462834042668353,0.13955250318667156,0.37998726855681975,0.16748700608694822,0.07704917605260464,0.1528211391840255,0.17799109133181212,0.013433562881877137,-0.089241758897467,0.06523923631778228,0.08312871842725733,-0.04133192497328386,-0.006945334314278351,-0.09128754074690959
Eritrea,-0.03141985769257305,0.08755435208202589,0.03005429215825961,-0.026555158263498413,0.014517355324581427,0.02574449523136879,-0.009692169465358003,0.014268220760078165,-0.09783030048685615,0.03876501561981249,0.02194190545858321,0.08679799926190523,,,,
Estonia,0.10568074949434192,0.06328710503125312,0.060763947010444186,0.07416163363495776,0.06294746230179271,0.09373711450830835,0.10271884090937289,0.07748192368035589,-0.05419455889289049,-0.14724403909839356,0.022590758954916135,0.07597300209109625,0.043072589903682346,0.014152143072984957,0.028229069663409323,0.014442158071869216
Ethiopia,0.06073217490650151,0.0830130631680348,0.015147256949347154,-0.02161359722965661,0.13572603157208585,0.11818765933047981,0.10834727076487272,0.11456166994168338,0.10788521679049334,0.08802553201856123,0.12550538342637996,0.11178296235339702,0.086478116357398,0.10582270040586339,0.10257492965861403,0.10392463021416165
Fiji,-0.016999985496937375,0.019999994556121115,0.032000005211727967,0.009999984901909675,0.05300000259134796,0.007000003847324576,0.01852483119083792,-0.008506535447145969,0.010327941971416843,-0.01386037463619505,0.02954672068348896,0.027051429700228447,0.01883476712338772,0.060804937819412874,0.054464693312513246,0.05563460249715502
Finland,0.05634904218232095,0.025804756901327774,0.01680300582448324,0.01994120663760568,0.03925978801061292,0.027802256665457215,0.04055008237786217,0.05184670565806049,0.00720780916394026,-0.08269122990289335,0.029925187032418865,0.025706214689265483,-0.014262108037927379,-0.007579476740705249,-0.00631821947668576,0.0026874430840837515
France,0.03874809092720066,0.019544168286113717,0.011185701029117867,0.00819726344508287,0.02786467836305273,0.016075695383523048,0.02374773770311589,0.02361486071910668,0.0019555981807692913,-0.02941506386288173,0.019658603672842112,0.020790829819709478,0.0018283633187385906,0.005759547216095617,0.009476932118718695,0.010676078887999374
Gabon,-0.01882966400263797,0.021352334252292104,-0.0024903316811129006,0.02247330010755655,0.006895430592768426,0.03900705465720078,-0.03634637438568089,0.05658952386530358,-0.033084306472203506,0.0013033111747469128,0.07089887312773402,0.07091753342284579,0.052510769214158426,0.056384140489754264,0.043148771257862206,0.038792575967869114
"Gambia, The",0.05500000175015063,0.05800000235675484,-0.032500003088203555,0.06869999813589112,0.07049999925429118,-0.009416759082448323,0.011240996989002605,0.036310255374228495,0.0573464193831148,0.06449695863762361,0.06524632604885894,-0.04328668864984653,0.05862230313865524,0.047809078291286555,0.008774606804409002,0.04715879155674618
Georgia,0.01838341783122366,0.04805452134921717,0.054738380797846764,0.11058102122398239,0.05857329773661202,0.09599640807330734,0.09383276297767695,0.12343999874149247,0.023140474289084167,-0.03650101338734313,0.062494182158680855,0.0722152322055365,0.06350482705517102,0.03387043751783314,0.04623331661653629,0.02880318513021307
Germany,0.02962057191071965,0.01695311324590021,0.0,-0.007098181543468862,0.011698242410408621,0.007069396657077842,0.03700004356240938,0.03260729320758915,0.010821303205709398,-0.056189271546024266,0.04079935671339019,0.036601318665882454,0.004920726336472558,0.00489382204130262,0.015954666047900412,0.017206555716990257
Ghana,0.03700000115236701,0.04000000002179127,0.04499999699059143,0.05199999981172154,0.05599999991346838,0.05900003954161659,0.06399912418179743,0.043468191529710376,0.09149799093564637,0.04845756131218337,0.07899740293167401,0.1404600263125475,0.09292511870768694,0.07312525019575333,0.039858656244130986,0.039158956445785265
Greece,0.0391987538374452,0.041314460657627894,0.03922856346482062,0.057948011389730825,0.050610008091766856,0.0059896866322888265,0.05652379638026894,0.03273992797029246,-0.003351793796922853,-0.04300977797116168,-0.05478760016923789,-0.0913275566037105,-0.07300512458551145,-0.03241157505264447,0.003528833148899624,-0.002193170540451095
Greenland,0.07101596402116295,0.012690354204877075,-0.009711779116907127,-0.0037962569703896554,0.06733427098392841,0.027437281890083653,0.07107168194414148,0.0059797995254742276,0.03599853452761348,0.01491481852664922,0.027110914018039,0.014916743805614585,0.015191219320937588,-0.0296210391665076,-0.008157537715526741,0.01655031964088227
Grenada,0.04887953473248152,-0.020239000368932447,0.03437323528538627,0.09463973425252203,-0.006474503141441268,0.13273063867735968,-0.04017708781056273,0.06150583242155783,0.009490509535716285,-0.06613908960886339,-0.0051126645274396365,0.007648253408127692,-0.011552951812055623,0.02352300921125794,0.0735677026124597,0.06228710464524645
Guatemala,0.03608868744672611,0.023325741625911833,0.03866626551404284,0.02530789947697687,0.031520818338493406,0.03260111044427427,0.05379776769051481,0.06304056512950784,0.03281152284197142,0.005256745896582649,0.028699028934363602,0.04161945917956289,0.029700254108723012,0.036971773386347495,0.041744006277299794,0.04140044357268735
Guinea,0.025030605477809553,0.036583464903495067,0.051646094639445694,0.01248601244906511,0.023401173244321782,0.02997272565276554,0.02496728560541417,0.01757682351844503,0.049369327061659085,-0.0028019227924211965,0.01936217417020214,0.03908761456605725,0.03944111985552268,0.022999992363493815,0.003999986101553832,0.0009999451115489943
Guinea-Bissau,0.054269873646091815,0.021889068211500717,-0.009851775207830205,0.005685101774488555,0.02761401985821088,0.042654251888021744,0.023097501266904796,0.032050476416561224,0.03207377205658135,0.033116776573741236,0.044318415366978225,0.0933414423641854,-0.017979885156875985,0.008202724105191184,0.02541075107009827,0.04796779818844743
Guyana,-0.01376727485755691,0.022499992852459627,0.010510007455217352,-0.010052552481720878,0.03293924780870361,-0.019569111587701582,0.05129609358662779,0.07020313484820662,0.01976647040314261,0.03318624181151808,0.0437086939497322,0.054371260533841115,0.04816458925964495,0.052216258815356076,0.03840915283131907,0.031744544797299934
Haiti,0.00870059714946625,-0.010443743989928755,-0.0025146452614271952,0.0036380033304719284,-0.03522888135516322,0.018050108603675286,0.022492219007467007,0.03343279002322608,0.00843944334023794,0.03083247685372137,-0.05497792326686901,0.05523737743253343,0.028850960556501493,0.04234052896086782,0.028101484920109776,0.012112183430442958
Honduras,0.05748148172257572,0.0272319326853252,0.03754337866450608,0.045470380470185034,0.06232302964083258,0.06050599224447373,0.06567243551883029,0.06188327164665486,0.042316001111740054,-0.024316278780631695,0.03731140341123185,0.03835690659238855,0.04128687753177274,0.027915597552987004,0.030580805631660768,0.03640698871553427
"Hong Kong SAR, China",0.07663424151822684,0.005606221602205919,0.01656932082639173,0.030564288310578558,0.08699956685848642,0.07388284852279847,0.07032637331764291,0.06464569424909361,0.021282138354832503,-0.024591881354079415,0.06767844217702956,0.0481459774840578,0.017004247932366878,0.031014972037698874,0.027622572429162773,0.023944605589785395
Hungary,0.042022638853590255,0.03773885798444665,0.04502639571883127,0.03827689113792654,0.05005415312838446,0.04382805185737637,0.03855976649792492,0.004486405386614045,0.008889018419211858,-0.065632492705896,0.006770752821146919,0.017388834295541056,-0.016020102474324838,0.02116596880320243,0.040478228870965305,0.03147645581314773
Iceland,0.046805141622473956,0.03833743502707354,0.0031470191397762193,0.024401401833535452,0.08099774955218497,0.06704392043383245,0.050006611219836294,0.09350069307832687,0.015193655125916639,-0.06943941190651737,-0.03559864876431307,0.019871307582087994,0.012175353641966202,0.04411535406911571,0.019251439794814695,0.04096500224567001
India,0.03840959716038306,0.04823887736607069,0.038040164995204906,0.07860430984248223,0.07922419914472134,0.0928510311863806,0.0926385889128869,0.09801999769384095,0.03890784982935158,0.08479299937907037,0.10260506103323874,0.06638215160990457,0.054562745175734007,0.06386005217447321,0.0750523474356064,0.0801004364762754
Indonesia,0.04920270923820613,0.03643469323840898,0.04499355228606561,0.04780299667262633,0.05030968627138499,0.056925838205906354,0.05501002267137012,0.06344886638003278,0.060137658126619975,0.046289168578884654,0.06223799046777678,0.06169827862491295,0.06030071774094958,0.05557254853980598,0.05006675865020482,0.04876218577031044
"Iran, Islamic Rep.",0.05845516184984123,0.023921001106665507,0.08078719099878073,0.08639616914482051,0.043366534099625875,0.04208433833738168,0.0570428459012835,0.09116369573253369,0.009236234458259274,0.02314733875535846,0.06577265612718453,0.03749759507471295,-0.06608685618680854,-0.01911498333175221,0.0434329825255908,-0.015000980808487996
Iraq,0.01406356050624824,0.023051861767571902,-0.0689994714399792,-0.33100838023613566,0.541577746159277,0.04400632501995205,0.10158559527008859,0.013775136792945952,0.08227548924393879,0.033797627177866385,0.0640257485673903,0.07546366150003259,0.1393636302611263,0.06572164189217045,0.006998883274548673,0.04799837498353021
Ireland,0.09912452980926068,0.06052309593322591,0.05576688027597876,0.03673248579929678,0.06724587768733037,0.057664758198184174,0.05865819777090531,0.03796777433299847,-0.04373488147073057,-0.04565151401836265,0.02033356074714665,-0.00040209087253717524,-0.011028049210409785,0.01098649994972889,0.08462240866475601,0.2627637139594394
Israel,0.0894191695829969,0.0024180880042832253,-0.0006867003169386265,0.01177589963761938,0.05114124503680317,0.04389820961132762,0.05801816671692395,0.06134684040521221,0.030594121443680677,0.012689879638137391,0.05517011009646411,0.0506213770828432,0.023816310243171435,0.043764441987456104,0.031629966354342454,0.02507922671768692
Italy,0.03710024112639765,0.017721494410763983,0.002484833454156954,0.001512895291470251,0.0158186508068463,0.009497710916054558,0.020067447376223013,0.014736335398085387,-0.010503515343545988,-0.054820851914501034,0.016867562122872437,0.005764543118782495,-0.028189640248723835,-0.017279231221052793,0.001136603026695493,0.007829742254672256
Jamaica,0.008787035501194973,0.01344929558652197,0.019972909490170387,0.0366631758777789,0.013237250976029014,0.008937979390124973,0.028991253496627012,0.014319540395641761,-0.008127529307160875,-0.04332824091103282,-0.014689905571637407,0.017290478134465825,-0.006219541872558798,0.005036399196193697,0.006946210861692226,0.009964989113926181
Japan,0.02779443073777732,0.004062494741938982,0.0011804880591956834,0.015283615398921313,0.0220472671719929,0.016626818698315615,0.014200563791471277,0.016543075965693488,-0.010935306419426749,-0.054171104134105974,0.04192295389114831,-0.0011543657128821883,0.01495032949739361,0.020004706989879883,0.003355818561850299,0.01219475077865817
Jordan,0.042452474182067546,0.05268616566936091,0.057844806857777264,0.04161050299161495,0.08567297893969439,0.08146583287487807,0.08093331160881534,0.0817571902665315,0.07232408479335084,0.054765810474265875,0.023113924760351567,0.02587127827738067,0.026503836461398533,0.028292107693940194,0.03096330278010684,0.02391695968002483
Kazakhstan,0.098000000018724,0.1349999999879583,0.09800000000991083,0.09300000000869013,0.09599999999499231,0.09699531730607203,0.10700389105058372,0.08900385323069049,0.03299642380894663,0.011999501243224575,0.07299873165428528,0.0740035259073133,0.04799909435671035,0.059999399885978244,0.04200234384288337,0.011996609653793566
Kenya,0.005996953945407002,0.03779906496466423,0.005468595270146315,0.029324755488995935,0.05104299775233678,0.05906666080159284,0.06472494298767084,0.06850729771012243,0.0023228274630158197,0.03306939815251586,0.08402277064047414,0.06111613460751819,0.04563200167286263,0.058797638689634946,0.05351839856687057,0.05713382919628174
Kiribati,0.06249999995454436,-0.014705882685127514,0.0378746271115078,0.02006324628253897,-0.01629360190417639,0.04951631592019079,-0.01581000661246268,0.02202171955311827,-0.018474373073368744,0.0028962394441729433,-0.01607639178617637,0.004768422429364705,0.05187798496971552,0.05782166303289249,0.024086876868217866,0.03497048429539351
"Korea, Rep.",0.08924462307857506,0.045252698810622105,0.07432434253253306,0.029333008916040626,0.048997520454725496,0.039236730597680625,0.05176213915601524,0.05463433295785425,0.028292114724232986,0.007074893925586245,0.0649684255592422,0.03682046596619459,0.022920338385618688,0.028962534781747262,0.03341342732516761,0.027901550626245664
