wb_name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Oman,5.647,5.971,5.532,6.946000000000001,8.833,7.6320000000000014,8.152000000000001,10.8,11.915999999999999,11.645999999999999,12.024,13.737,15.33,16.145,16.685,16.342671663013288,17.267458751566547
Pakistan,27.375,29.029,29.529,31.111,32.423,35.888000000000005,37.260999999999996,39.835,43.331,43.379,43.315,44.013000000000005,44.18,44.467,41.824,44.298748596131695,46.752676042113116
Palau,0.031,0.031,0.049,0.049,0.051,0.051,0.052000000000000005,0.055,0.057,0.057,0.057,0.059,0.061,0.061,0.061,0.06511240710724979,0.06580558471047522
Panama,1.546,1.579,1.911,1.601,1.6780000000000002,1.5830000000000002,1.865,2.01,1.963,2.011,2.345,2.499,2.7539999999999996,2.75,2.826,2.9311525360201096,2.9789759107751173
Papua New Guinea,0.667,0.727,0.875,0.951,1.0759999999999998,1.224,1.196,1.175,1.669,1.308,1.389,1.272,1.426,1.358,1.656,1.7715990605559706,1.796231508120401
Paraguay,1.228,1.006,1.042,1.063,1.11,1.115,1.045,1.087,1.128,1.214,1.232,1.39,1.4509999999999998,1.42,1.3559999999999999,1.3868532237195916,1.4160423789409091
Peru,8.006,8.262,7.4079999999999995,7.4140000000000015,7.194,8.698,10.127,9.511,11.714,11.185,14.1,15.706,13.535,14.868,15.585999999999999,15.889004106864025,16.472962746999695
Philippines,18.86,19.991,19.375999999999998,19.454,19.507,20.198,20.407,18.46,19.680999999999997,21.505,21.153000000000002,23.158,23.339,24.903,26.79,28.437831484001563,30.918009715245837
Bolivia,3.0660000000000003,2.7880000000000003,2.6790000000000003,2.609,3.853,3.568,3.323,4.106,3.363,3.61,3.815,4.146,4.4030000000000005,5.125,5.372999999999999,5.551821772264676,5.62111905396496
Poland,89.89653339253738,87.09618043269819,86.04642291688727,83.93440016359101,87.39906399218985,88.50421666010963,88.2567080779662,91.83967765688813,91.7762311378853,89.8848720209823,86.2276107746427,91.16434353308,91.07905313735142,89.13695156924915,88.00231618493306,84.69085626581835,86.19670091342033
Portugal,18.266597804148763,17.948733269669198,17.87928811205379,18.899734440745487,17.481627344517094,18.21189771257985,18.896184707881574,17.635885996495627,16.907762527381617,16.33499983390583,15.567260651841217,14.309373230521455,13.933188549135592,13.479439425373373,12.959144723694124,12.886166875805758,13.841427941372908
Qatar,8.565,9.471,11.289000000000001,11.155,11.323,11.710999999999999,13.895999999999999,17.31,17.256,17.683,18.877,19.803,21.935,25.668000000000003,23.186,22.071376230082056,24.78442077879476
Cameroon,0.84,0.9359999999999999,0.9329999999999999,0.932,1.035,1.079,1.008,1.053,1.591,1.5119999999999998,1.834,1.849,1.5730000000000002,1.671,1.858,1.8801007443390247,1.952893057599203
"Korea, Rep.",109.044,122.051,122.76899999999999,126.979,127.13799999999999,131.518,126.24,128.349,135.172,138.421,138.768,154.54500000000004,160.731,159.28,161.576,161.36454041438958,161.6159424340979
Sudan,1.2733827103875257,1.3833941756477872,1.5924159596422842,2.0297115340518235,2.2680697087823902,2.8657986700298097,2.7457028204540244,3.0033130016051364,3.5313680348543914,3.72847191011236,3.8907388213712455,3.9851653290529705,3.914574638844302,3.998,4.212,4.1873450388576625,4.271432143655835
Romania,24.490213058174763,25.680647079608335,27.157751639644303,27.22617755287758,28.55631902562829,28.25279983653209,27.626675096396948,28.655520772133755,28.19687975321025,27.283602661096374,23.041044011698666,21.788758536632923,23.144829290627765,22.6896013309083,20.026969768160512,20.02315162129405,20.488454004271414
Russian Federation,412.94134123303456,410.62851762298413,421.0856938721312,418.0036428412642,428.18990116021797,430.01222252985883,435.1314728445802,451.33370699941054,451.29152767907533,459.9885492473674,430.41715730811234,453.8650158687558,468.7830321751242,471.58181989750847,454.9770249621771,456.3159981971376,441.40700140372286
Rwanda,0.139,0.14400000000000002,0.145,0.145,0.14200000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.152,0.14800000000000002,0.157,0.161,0.18100000000000002,0.201,0.218,0.21566034338546716,0.22022931615688826
Sao Tome and Principe,0.013,0.013,0.013999999999999999,0.016,0.018000000000000002,0.02,0.021,0.023,0.023,0.023,0.025,0.027000000000000003,0.027999999999999997,0.031,0.031,0.03079542189630286,0.031493146802283434
Saudi Arabia,61.756,80.97500000000002,81.051,89.012,89.24799999999999,107.945,108.43799999999999,118.009,105.74799999999999,117.31,127.834,141.95600000000002,136.55,154.349,147.649,156.92361470469447,163.90063132814427
Senegal,1.009,1.074,1.181,1.23,1.357,1.4269999999999998,1.585,1.29,1.413,1.389,1.25,2.112,2.282,2.158,2.2969999999999997,2.3695215583459914,2.3914679541525112
Serbia,9.675006892963976,10.746708804786058,11.547372610222395,12.345163220184679,13.200417739628039,14.423441279750293,15.715421511249836,14.728,14.305,14.208,12.594000000000001,12.524,13.415,12.015999999999998,12.235999999999999,11.599670634079098,12.143811945102616
Seychelles,0.139,0.156,0.173,0.147,0.15,0.201,0.188,0.2,0.17500000000000002,0.18899999999999997,0.20199999999999999,0.188,0.163,0.192,0.17600000000000002,0.17483852431449368,0.17879980120006073
Sierra Leone,0.1,0.11599999999999999,0.155,0.166,0.17800000000000002,0.17500000000000002,0.149,0.2,0.17500000000000002,0.18100000000000002,0.17800000000000002,0.198,0.245,0.281,0.325,0.3231389991857228,0.32948604510464274
Singapore,13.654000000000002,13.364,13.51,12.88,8.49,7.7650000000000015,8.279,8.399000000000001,5.434,9.854,10.095,11.984000000000002,10.452,14.897,13.787,14.377520291749658,15.02608762098098
Slovak Republic,11.785293254669593,11.232262950495342,11.863562595947366,11.351946847066817,11.479407819257819,11.620349041948181,11.621458106306873,11.550350567568715,11.114983579827078,11.25445525025491,10.216548422247016,10.476512697381608,10.338660792997636,9.789273000609088,9.660249689662628,9.112289498479397,9.319816583677973
Slovenia,4.19024875477216,4.219474392232796,4.4718220908278985,4.510456526059024,4.445793094240713,4.541258487946156,4.622905093269409,4.675164297599848,4.71407728894072,4.972633851613393,4.456389283099936,4.466001575543958,4.461855652493832,4.312278176517475,4.134477451748773,3.681763110045995,3.786500439986503
Solomon Islands,0.04,0.04,0.042,0.042,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.044000000000000004,0.048,0.05,0.052000000000000005,0.053,0.054000000000000006,0.054000000000000006,0.054000000000000006,0.05764049153756539,0.058254124169928874
South Africa,102.32799999999999,103.26299999999999,101.457,97.256,110.29700000000001,122.76700000000001,113.694,122.14200000000001,127.471,135.695,137.241,129.28799999999998,129.54399999999998,128.735,128.50799999999998,131.12003272867844,126.14142744640004
Spain,81.4768089282299,85.04359276308081,85.26075413864865,90.66616887354091,91.88657819747505,96.47178284070485,100.6400295873317,98.27056122258664,100.24352708827331,91.70163856989966,80.95469188004462,77.39667048507755,77.48872248768123,76.37290072518246,68.8481688013517,69.17765228105235,74.38341523991829
Sri Lanka,2.35,2.7920000000000003,2.8480000000000003,3.015,3.0210000000000004,3.3539999999999996,3.3000000000000003,3.266,3.3689999999999998,3.3289999999999997,3.593,3.733,4.154,4.425,4.37,4.633637534969549,4.688064125356265
St. Kitts and Nevis,0.05,0.05,0.05,0.054000000000000006,0.06,0.062,0.064,0.064,0.068,0.068,0.07100000000000001,0.07100000000000001,0.073,0.076,0.076,0.07784924684754653,0.07959875457374535
St. Vincent and the Grenadines,0.045,0.04,0.049,0.051,0.054000000000000006,0.06,0.06,0.06,0.062,0.062,0.085,0.06,0.054000000000000006,0.069,0.057,0.05838693513565987,0.05969906593030901
Suriname,0.607,0.627,0.674,0.461,0.461,0.455,0.46,0.49700000000000005,0.515,0.541,0.562,0.716,0.5920000000000001,0.684,0.5730000000000001,0.5867585903892363,0.5996718230094154
Swaziland,0.33799999999999997,0.324,0.312,0.307,0.28400000000000003,0.281,0.278,0.27699999999999997,0.29,0.299,0.28500000000000003,0.28300000000000003,0.28600000000000003,0.32899999999999996,0.297,0.3334857652915238,0.3322251766826421
Sweden,15.245965943100881,14.93734290776141,15.198347639170475,15.4563035395171,15.612335991813765,15.400874220173144,14.699564881508547,14.655473780859015,14.44097345177067,13.87324694715614,12.900504003087521,14.480822771350105,13.409821764026086,12.707325333796367,12.254135353634991,11.846316367626882,11.609314730172775
Switzerland,12.105497576055656,11.884814330108204,12.282281324844416,11.837878152421027,12.169208588182812,12.322507393371177,12.494020048342431,12.377503273862116,11.834166402208837,12.193489073841619,11.874750698172846,12.289045982495164,11.1826280478209,11.528808298366348,11.78538740161416,10.716444484594751,11.002684158129588
Tajikistan,0.687,0.61,0.625,0.513,0.5660000000000001,0.6990000000000001,0.6659999999999999,0.725,0.882,0.792,0.669,0.6940000000000001,0.6409999999999999,0.833,0.978,0.9633935245578245,0.9849404352858798
Thailand,48.03,49.433,53.068000000000005,56.81,61.242,66.318,67.485,69.545,69.622,69.637,73.744,78.699,79.17699999999999,83.235,82.661,84.43151932031918,85.23302449318223
Togo,0.419,0.371,0.317,0.336,0.39899999999999997,0.381,0.365,0.33299999999999996,0.384,0.45899999999999996,0.759,0.7120000000000001,0.657,0.59,0.608,0.6050963107862342,0.6149995030001519
Tonga,0.03,0.026,0.024,0.027999999999999997,0.032,0.03,0.031,0.035,0.031,0.033,0.036000000000000004,0.032,0.027999999999999997,0.049,0.057,0.06084274106743014,0.06149046440159159
Trinidad and Tobago,6.222,6.516,6.857,7.4239999999999995,7.609,8.402999999999999,8.048,12.662,13.145,12.718,12.237,13.065,12.79,12.373,12.692,12.52315158701298,12.346806887376662
Tunisia,4.999,5.433,5.6770000000000005,5.689,5.7940000000000005,6.081,6.18,6.2700000000000005,6.575,6.7700000000000005,6.76,7.542999999999999,7.096,7.364,7.545,7.961043896043409,8.593518771954956
Turkey,56.328771786055725,63.46866525782745,59.35303037270965,61.780953069865944,65.74848877528197,69.09718297844738,76.18197074630919,82.47706183945012,90.92969944040556,88.30145882800656,84.76547517338281,87.43358596422856,92.27467472098171,99.10644302620241,96.87801372080853,104.31588473971254,105.43495317200373
Turkmenistan,10.275,10.237,10.383,10.899,12.163,12.692,13.182,13.502,15.283,15.498,13.728,15.623,17.069000000000003,17.724,18.242,21.016224906875927,24.76482728859984
Uganda,0.358,0.39,0.412,0.425,0.436,0.474,0.5920000000000001,0.6920000000000001,0.7879999999999999,0.87,0.922,1.069,1.163,1.114,1.335,1.3733417245505175,1.3878300241372583
Ukraine,77.54082132083343,74.08017847180038,79.35990985441806,76.94851247866896,77.98048033229519,80.99173895523964,83.88140924941119,88.8609776261038,90.08931517733186,86.53489184748743,73.58035530246157,78.36070043263794,82.22530081003616,80.70580358827958,78.44880032051714,67.56583543711233,54.996826248762325
United Arab Emirates,21.373,30.695999999999998,27.656,23.099,29.136,30.881,31.674,33.781,36.986,42.911,45.803,43.854,43.519,47.001999999999995,46.12,46.2849542358654,48.16949326988095
United Kingdom,151.15380708136885,153.18800932968514,155.75792312461655,151.26300103693,154.3328385227621,154.63923690369052,153.8710528260268,153.40695818329257,151.1244375068184,147.35703143876262,133.46411039431342,138.53594759520158,126.87929828792394,132.20198973512686,129.86682603354996,118.66663671756773,113.7551115919002
Tanzania,0.6920000000000001,0.723,0.853,0.9790000000000001,1.038,1.19,1.501,1.644,1.608,1.675,1.614,1.9380000000000002,2.207,2.603,2.932,3.0091238126146136,3.1377204156497385
United States,1588.1473799126638,1635.4907205240177,1608.7508187772926,1620.0161026200876,1632.7207969432316,1664.0223799126638,1671.055403930131,1649.125,1670.757096069869,1616.5941593886462,1497.9039301310042,1552.60807860262,1517.3329694323145,1459.940229257642,1501.7879366812226,1516.3774563318775,1477.501915227269
Uruguay,1.834,1.4469999999999998,1.388,1.26,1.254,1.53,1.575,1.8130000000000002,1.6369999999999998,2.259,2.202,1.74,2.117,2.371,2.074,2.1226647540007275,2.1668094605847608
Uzbekistan,32.266,33.013000000000005,33.597,34.927,33.7,32.813,30.781999999999996,31.489,31.506,32.481,29.215,28.406999999999996,31.002,31.583,28.15,29.22297546196539,29.834930572370766
Vanuatu,0.023,0.023,0.024,0.023,0.023,0.016,0.016,0.013,0.027000000000000003,0.026,0.033,0.033,0.036000000000000004,0.031,0.028999999999999998,0.030955078788692525,0.03128462223940625
"Venezuela, RB",47.211000000000006,41.566,47.065,52.718,52.387,41.378,45.022,46.227,43.847,48.845,49.028999999999996,51.56,48.761,54.17,50.595,49.576528289830634,47.68826060443041
Vietnam,13.005999999999998,14.629000000000001,16.673000000000002,19.309,21.48,24.693,26.764,28.019,28.599,32.177,36.792,40.18,44.147,43.15,41.621,45.96052378496461,50.2757801094124
"Yemen, Rep.",3.7889999999999997,3.992,4.4319999999999995,4.2989999999999995,4.718999999999999,5.149,5.466,5.671,5.718999999999999,6.0920000000000005,6.6979999999999995,6.3900000000000015,5.3629999999999995,4.988,6.912000000000001,7.0819606720682415,7.124620733824522
Zambia,0.493,0.49700000000000005,0.52,0.541,0.5760000000000001,0.585,0.624,0.5720000000000001,0.485,0.595,0.6890000000000001,0.7390000000000001,0.8,0.949,1.043,1.0992136045191616,1.1062026624053911
Zimbabwe,4.3180000000000005,3.7969999999999997,3.435,3.263,2.906,2.5869999999999997,2.9370000000000003,2.8489999999999998,2.696,2.119,2.273,2.5269999999999997,3.1710000000000003,3.5269999999999997,3.758,4.63412383570191,4.529073749998378
World,6623.552607009196,6785.099388860133,6974.110972518221,7073.644206146445,7473.479409114852,7854.862407671695,8233.377793178006,8526.107949230352,8775.553032306176,8963.83353840001,8871.867434442473,9207.41144112705,9543.42285271299,9686.631690611735,9821.560919032068,9890.947817757366,9896.70604570503
