,year,country_code,renewable energy share 2000-14,household expenditure 2015,merchandise imports 2000-15,imports of goods and services,industry value added 2000-15,electricity access 2014,urbanization rate,employment ratio,natural resource rents,life expectancy,net migration,women in parliament,internet use
815,2015 [YR2015],ECU,,3163.8976684007407,21517971000.0,23.660710970147896,30205651684.202713,,63.742,61.1269989013672,3.85857414029947,76.1029268292683,,41.6,48.9404337892669
816,2000 [YR2000],EGY,8.10174822421826,1518.4390666617105,14578358928.0,22.816818582769777,48757077590.29288,97.7,42.797,41.7519989013672,6.29908003707852,68.59075609756098,,2.0,0.641265037504813
817,2001 [YR2001],EGY,7.70670212498401,1549.6181886837774,13375954769.0,22.33063841650404,50283486147.30045,97.4642486572266,42.843,41.1629981994629,5.34037522823552,68.78643902439025,,2.4,0.838945611477604
818,2002 [YR2002],EGY,7.25960056845726,1553.2765796603258,12769844225.0,22.670889416732642,52091138507.49743,97.7271728515625,42.889,40.3709983825684,6.00619896901065,68.95265853658539,-67708.0,2.4,2.71999971465421
819,2003 [YR2003],EGY,7.38698872231161,1560.048693493621,12950000000.0,24.383233532934128,52850613693.28907,98.8,42.935,40.8310012817383,7.8070967129208,69.10943902439026,,2.4,4.03788510706701
820,2004 [YR2004],EGY,7.54385803787696,1563.2944975577059,15950000000.0,29.589944364310732,54333067126.11357,98.2502136230469,42.981,42.0480003356934,10.2451561677463,69.26578048780488,,2.9,11.92
821,2005 [YR2005],EGY,6.49186567879291,1608.7763720338519,22449030000.0,32.60909935004643,56343819900.78461,99.4,43.027,42.4720001220703,13.9110352754213,69.42968292682927,,2.0,12.75
822,2006 [YR2006],EGY,6.2339808594304,1681.0060703234199,27300000000.0,31.56872268091306,62272291618.617874,99.04,43.073,41.9210014343262,14.200775862413,69.60319512195123,,2.0,13.66
823,2007 [YR2007],EGY,6.09294937327874,1765.521374334048,37100000000.0,34.828141783029004,66942772548.88335,99.0763320922852,43.078,43.7299995422363,12.9873457594953,69.78229268292684,-279228.0,1.8,16.03
824,2008 [YR2008],EGY,5.96993049914837,1833.7331357612222,48381500000.0,38.637632607481855,71375171694.36525,99.8,43.058,44.1370010375977,15.7485423489643,69.96446341463414,,1.8,18.01
825,2009 [YR2009],EGY,5.76287809854095,1901.5463244790067,44945700000.0,31.596622529265016,75279724953.46916,99.6351013183594,43.039,44.1399993896484,8.21361828231152,70.15014634146341,,1.8,20.0
826,2010 [YR2010],EGY,5.72410054133414,1940.7517801395327,52922828000.0,26.58710425990386,78328132936.6519,99.8406372070313,43.019,44.7060012817383,8.70000760378051,70.34029268292684,,12.7,21.6
827,2011 [YR2011],EGY,5.58464057246584,2005.417063955712,58902800000.0,24.688206549485813,78687620658.66438,99.9535369873047,43.0,42.8800010681152,12.0443679883186,70.53331707317074,,2.0,25.6
828,2012 [YR2012],EGY,5.69310294165333,2088.9334081989227,69200200000.0,24.314802651221115,79474001110.72708,99.99267578125,43.002,42.7070007324219,10.8316258253674,70.72914634146342,-215681.0,2.0,26.4
829,2013 [YR2013],EGY,6.10153420226739,2110.699030554972,66179654062.2847,23.355192431735112,79955566320.76039,99.9996490478516,43.025,42.7400016784668,9.46120711575825,70.92578048780489,,,29.4
830,2014 [YR2014],EGY,6.41256075429046,2155.3576031632756,66785357554.3692,22.676056338028168,81173824381.66254,99.8,43.069,42.773998260498,7.97979351988492,71.12170731707317,,,33.8946039115275
831,2015 [YR2015],EGY,,2175.301060118121,63574000000.0,21.66209746716314,82095195211.57434,,43.135,43.0960006713867,3.8502841838129,71.3169512195122,,,37.8193834276939
832,2000 [YR2000],SLV,50.864060272282,2807.882904180562,4947000000.0,42.43381731523287,4581086843.557914,84.519249,58.912,56.9980010986328,0.446016103772736,68.71704878048781,,9.5,1.17739726914477
833,2001 [YR2001],SLV,50.1925728326893,2876.8607951308895,5027000000.0,41.63414828382576,4804796400.748738,87.063829,59.464,56.4560012817383,0.431971622310913,69.00570731707317,,9.5,1.5
834,2002 [YR2002],SLV,50.7423500192652,2906.18293531075,5184000000.0,41.07725750871969,4976049923.839644,87.54906,60.014,56.3790016174316,0.403807839443547,69.2978780487805,-312786.0,9.5,1.9
835,2003 [YR2003],SLV,47.9791078812733,2950.390431907319,5754000000.0,42.97420696896994,5097492254.886092,86.961151,60.561,57.2179985046387,0.391696694902721,69.58953658536585,,10.7,2.5
836,2004 [YR2004],SLV,47.3896272121284,3021.0983663807924,6328930000.0,44.29653823512656,5058921641.57733,87.357045,61.107,55.9939994812012,0.374056154372987,69.88273170731708,,10.7,3.2
837,2005 [YR2005],SLV,47.1916408763158,3166.514688577079,6690000000.0,44.16162585264833,5164274516.786407,87.525839,61.648,56.193000793457,0.348752887479829,70.1789268292683,,10.7,4.2
838,2006 [YR2006],SLV,47.6504992464092,3308.505991185601,7663000000.0,46.16699100303492,5310402040.350463,89.201467,62.187,57.0110015869141,0.46867529766251,70.47917073170733,,16.7,5.5
839,2007 [YR2007],SLV,36.886881236595,3501.505115847168,8820600000.0,48.29469432824834,5372776232.158347,91.109558,62.723,57.5340003967285,0.478726389176711,70.78046341463417,-285671.0,16.7,6.11
840,2008 [YR2008],SLV,40.5450689091819,3549.6934633265028,9817600000.0,49.69868344613747,5427039574.9961605,91.000227,63.252,58.1049995422363,0.496769053505088,71.08078048780489,,16.7,10.08
841,2009 [YR2009],SLV,32.666090240477,3171.196874520074,7325400000.0,38.674935373502684,5261119816.717094,91.08402,63.773,56.9850006103516,0.491622575104409,71.37814634146342,,19.0,12.11
842,2010 [YR2010],SLV,34.2967336515619,3227.5972621858973,8416000000.0,42.84395655496948,5310380000.0,91.580238,64.286,56.9410018920898,0.886071866392796,71.67060975609758,,19.0,15.9
843,2011 [YR2011],SLV,33.5040371784449,3289.6638519453736,9964500000.0,46.66321506855945,5493358989.53677,92.574686,64.79,57.5219993591309,0.717897436355698,71.95617073170733,,19.0,18.9
844,2012 [YR2012],SLV,27.2556717508743,3352.8770911051333,10258100000.0,44.07666207545268,5557430288.330239,93.680571,65.287,58.1870002746582,0.699648335586523,72.23185365853658,-240415.0,26.2,20.3213877242007
845,2013 [YR2013],SLV,28.1612507816761,3361.7624168995276,10771950000.0,45.57731470625557,5706268775.001141,95.043105,65.775,58.6910018920898,0.783471914307415,72.49814634146341,,26.2,23.1093
846,2014 [YR2014],SLV,28.1655209118515,3393.4326657364304,10512850000.0,43.5716843024112,5718853815.115026,95.125416,66.255,58.9449996948242,0.975478192270326,72.75456097560976,,27.4,24.7617121459061
847,2015 [YR2015],SLV,,3447.7330419163463,10415400000.0,41.89880832201638,5917150848.222993,,66.726,58.8769989013672,0.912326808782312,73.00109756097562,,32.1,26.915075328277
848,2000 [YR2000],GNQ,52.5780187190142,860.6716956808488,451000000.0,212.06983254065568,,60.4250221252441,38.806,75.0149993896484,89.1661118512308,52.108634146341466,,5.0,0.132354665123789
849,2001 [YR2001],GNQ,24.1041208908803,1567.6924582834827,813000000.0,226.7125342074729,,60.9148902893066,38.8,75.3190002441406,,52.39680487804879,,5.0,0.16526042288306
850,2002 [YR2002],GNQ,15.3897188308012,3497.806077406982,507000000.0,128.86241677290752,,61.397518157959,38.794,75.8219985961914,,52.68634146341464,25000.0,5.0,0.321197997152044
851,2003 [YR2003],GNQ,14.8263995079004,4061.9846901262526,908000000.0,188.1517544220032,,61.8767967224121,38.802,75.8669967651367,,52.989682926829275,,5.0,0.520524272046806
852,2004 [YR2004],GNQ,12.316988796782,6986.454763817388,1092000000.0,135.37810706848904,,62.3566284179688,38.822,75.6119995117188,,53.31578048780488,,18.0,0.843930284607049
853,2005 [YR2005],GNQ,7.85169355823689,2247.047215589264,1310000000.0,43.607088682004054,,62.8409118652344,38.856,75.9800033569336,59.5425603373327,53.674585365853666,,18.0,1.14978967061811
854,2006 [YR2006],GNQ,6.59427113589191,3605.0832118702087,2020000000.0,36.20713192240033,10544920414.657633,63.3335494995117,38.903,76.1019973754883,55.0051829650238,54.07658536585366,,18.0,1.27919359635686
855,2007 [YR2007],GNQ,5.66236046138936,3779.624953289932,2767350975.55225,45.46249588509099,11938811305.92477,63.8374900817871,38.963,75.9349975585938,49.8846882115855,54.51631707317073,20000.0,18.0,1.55712305943539
856,2008 [YR2008],GNQ,6.25151590197125,3990.0142041368954,3786916180.03372,39.4636564211627,14095619505.334873,64.351936340332,39.037,75.9619979858398,46.8570186518404,54.98631707317073,,6.0,1.82
857,2009 [YR2009],GNQ,6.02614188260662,3871.8573342047534,5200000000.0,47.86986717294828,14204964157.94326,64.8751220703125,39.123,76.2099990844727,25.7349955063594,55.477195121951226,,10.0,2.13
858,2010 [YR2010],GNQ,5.91716944064092,4011.440702887958,5200000000.0,58.90979180265137,12182273757.917288,65.4053192138672,39.223,76.4000015258789,32.044444094691,55.97100000000001,,10.0,6.0
859,2011 [YR2011],GNQ,5.69187522784132,3991.3057940778926,6500000000.0,39.28203397812065,12976521137.535128,66.1,39.337,76.2919998168945,35.5362118267095,56.44682926829269,,10.0,11.5
860,2012 [YR2012],GNQ,6.00001398107024,4080.60708703624,6900000000.0,44.77042871850697,13989223922.327778,66.4796981811523,39.463,76.3369979858398,36.2798216726432,56.89026829268293,20000.0,10.0,13.9431821913076
861,2013 [YR2013],GNQ,6.65248940029362,4609.701153100368,5600000000.0,39.23996826351796,12698751125.370216,67.0203857421875,39.603,76.5350036621094,32.7234741778178,57.29082926829269,,12.1,16.4
862,2014 [YR2014],GNQ,6.37875810025401,4598.886174868286,5500000000.0,38.90727173022528,12703212986.65592,67.5613708496094,39.756,76.5550003051758,29.1740756939282,57.647048780487815,,24.0,18.86
863,2015 [YR2015],GNQ,,4565.06252104807,3400000000.0,45.26635687576581,11261272508.673985,,39.923,76.3359985351563,15.9531807054081,57.963414634146346,,24.0,21.319999985207
864,2000 [YR2000],ERI,76.7829502296728,466.22247939286007,471000000.0,58.2107413330059,,29.3369617462158,17.555,76.4769973754883,4.84984435739182,56.025024390243914,,14.7,0.136711941104496
865,2001 [YR2001],ERI,74.8450826504913,503.2714229706996,423000000.0,61.255670598994946,,30.4954109191895,17.796,76.4759979248047,4.48779970018862,56.58278048780488,,14.7,0.157815289303043
866,2002 [YR2002],ERI,74.8274193244024,562.3135598602804,537932000.0,64.80898281716424,,32.2,18.049,76.2379989624023,3.09819639318529,57.10282926829269,110001.0,22.0,0.227090137626716
867,2003 [YR2003],ERI,75.0437520749288,565.8983299657124,432839000.0,67.56549645660729,,32.7944755554199,18.315,76.3460006713867,4.52991739230493,57.602682926829274,,22.0,
868,2004 [YR2004],ERI,70.099464817029,631.8796254692843,480000000.0,59.795507866640776,,33.9428863525391,18.595,76.4530029296875,3.26650357459574,58.0928292682927,,22.0,
869,2005 [YR2005],ERI,74.8598210186662,565.3393085383386,490000000.0,54.94031770173814,,35.0957489013672,18.889,76.5220031738281,3.25035171532613,58.59241463414635,,22.0,
870,2006 [YR2006],ERI,78.5622342675072,520.8269799960212,495000000.0,38.36133666158764,,36.2569618225098,19.196,76.7050018310547,2.82922450444087,59.116560975609765,,22.0,
871,2007 [YR2007],ERI,80.0233439780521,476.52278693594855,510000000.0,28.787706948871307,,37.4294853210449,19.518,76.8629989624023,3.97532098579741,59.66941463414635,-160001.0,22.0,0.41
872,2008 [YR2008],ERI,81.8984765061441,408.7157658969544,600000000.0,26.13219340021199,,38.6125068664551,19.854,77.2979965209961,4.30280977040512,60.25007317073172,,22.0,0.47
873,2009 [YR2009],ERI,81.8060855197043,446.7749805100136,590000000.0,23.443517755703976,,39.8042793273926,20.206,77.3440017700195,2.41941084333311,60.85351219512196,,22.0,0.54
874,2010 [YR2010],ERI,81.2465916391454,411.6411216165983,660000000.0,23.34531063589106,,41.0030479431152,20.572,77.5370025634766,1.93089796391949,61.46614634146343,,22.0,0.61
875,2011 [YR2011],ERI,80.6704983252089,332.66387671979555,950000000.0,23.153569361999303,,42.2070693969727,20.954,77.5869979858398,19.2151787118587,62.06936585365854,,22.0,0.7
876,2012 [YR2012],ERI,80.1490298974158,,970000000.0,,,43.4145889282227,,77.7160034179688,,62.6449756097561,-160001.0,22.0,0.8
877,2013 [YR2013],ERI,80.2067862738238,,1040000000.0,,,44.6238555908203,,77.8990020751953,,63.1778780487805,,22.0,0.9
878,2014 [YR2014],ERI,80.3047937926555,,1130000000.0,,,45.8334197998047,,77.9739990234375,,63.66302439024392,,22.0,0.99
879,2015 [YR2015],ERI,,,1020000000.0,,,,,77.8580017089844,,64.10090243902441,,22.0,1.083733115675
880,2000 [YR2000],EST,19.8341452965833,4998.221951715416,5052000000.0,64.87740738540404,3334172479.8842063,100.0,69.368,51.0550003051758,2.30797894841711,70.41707317073173,,17.8,28.5769538105646
881,2001 [YR2001],EST,18.9365501939948,5357.5625757132275,5230000000.0,65.30505259800394,3618008693.1258316,100.0,69.242,51.1839981079102,2.23658331478269,70.25853658536586,,17.8,31.5274897673756
882,2002 [YR2002],EST,19.4153517821399,5900.914377891379,5863000000.0,65.77212562561736,3889317970.0902553,100.0,69.116,51.9230003356934,1.79973776789182,70.9048780487805,-18406.0,17.8,41.52
883,2003 [YR2003],EST,19.8299164069115,6480.70022014037,7967000000.0,65.88242691574007,4236312409.705457,100.0,68.989,52.5719985961914,1.63111932745764,71.3170731707317,,18.8,45.32
884,2004 [YR2004],EST,19.9871462113865,7024.697937502298,8335936086.0,69.39452228277122,4395058454.803992,100.0,68.862,53.2709999084473,0.998448955191708,71.90975609756097,,18.8,53.2
885,2005 [YR2005],EST,18.8612342800542,7720.012892844006,10238455773.117,71.01070673371422,4928718336.825725,100.0,68.735,54.25,0.805109880353534,72.56829268292682,,18.8,61.45
886,2006 [YR2006],EST,17.1630827297838,8748.693578105273,13449257875.9508,73.63286901937037,5389173835.645721,100.0,68.607,57.3059997558594,0.773353043628774,72.69146341463414,,18.8,63.51
887,2007 [YR2007],EST,18.5652518335027,9577.057394044206,15677348233.464,72.06997886232907,5779334844.236857,100.0,68.479,58.25,0.618750921749117,72.81463414634148,-15151.0,20.8,66.19
888,2008 [YR2008],EST,20.1889963747887,9132.834700764997,16026485328.6688,70.72520989030718,5603748212.4070425,100.0,68.351,58.3899993896484,0.748706146857345,73.77073170731708,,20.8,70.58
889,2009 [YR2009],EST,24.0887677636561,7754.691645910426,10140106319.9392,55.8449338146481,4296606700.634791,100.0,68.223,53.2179985046387,0.762743798200981,74.82439024390244,,22.8,72.5
890,2010 [YR2010],EST,25.1298892656327,7648.088274529841,12286953863.0703,68.72192133349668,4769454706.649679,100.0,68.094,51.1020011901855,1.07610105569546,75.42926829268293,,22.8,74.1
891,2011 [YR2011],EST,24.9835448776227,7954.741984299294,17459262771.36,80.81022394432496,5456660810.912178,100.0,67.965,54.5519981384277,1.1367856957468,76.22926829268293,,19.8,76.5
892,2012 [YR2012],EST,24.9085554533504,8328.429318145678,18085487200.0,84.43889568269111,5599387015.114985,100.0,67.835,55.5219993591309,1.10663410877663,76.3268292682927,-11850.0,20.8,78.3899259259259
893,2013 [YR2013],EST,24.4752449262392,8677.249350867474,18464043060.0,82.53670618830301,5682601663.242116,100.0,67.721,56.564998626709,1.09998696992267,77.14146341463415,,20.8,80.0043
894,2014 [YR2014],EST,25.2491437619919,8988.751394049674,18301947400.0,79.53727041631203,5968002419.093937,100.0,67.622,57.2680015563965,1.01673465605588,77.03414634146343,,19.0,84.24
895,2015 [YR2015],EST,,9407.554029728604,14534339050.0,75.13725240979336,5959200559.042445,,67.538,58.0870018005371,0.882827997460237,77.13170731707318,,23.8,88.4066
896,2000 [YR2000],ETH,95.9532436812371,,1260421000.0,,1180656730.5952,12.7,14.74,77.2289962768555,18.3531832326894,51.93034146341464,,7.7,0.0152637672082567
897,2001 [YR2001],ETH,95.0786059884204,,1810938000.0,,1241037650.7543564,12.2826318740845,14.927,76.3000030517578,17.9912325873517,52.5869268292683,,7.7,0.0371623810686744
898,2002 [YR2002],ETH,95.016741395621,,1593514000.0,,1344364886.232098,13.3308963775635,15.118,77.4349975585938,23.025902296612,53.34824390243903,-83182.0,7.7,0.0724022618698295
899,2003 [YR2003],ETH,94.7457932935498,,2685936000.0,,1431420366.7494273,14.3758163452148,15.31,78.5110015869141,36.1872717075598,54.219219512195124,,7.7,0.105811658802603
900,2004 [YR2004],ETH,94.6585571286684,,2873783000.0,,1598112209.6954763,15.4212884902954,15.504,79.5199966430664,27.8685350023036,55.18982926829269,,7.7,0.155334520794722
901,2005 [YR2005],ETH,95.1265903954155,,4094775000.0,,1748832871.2533367,14.0,15.7,79.9860000610352,23.2950892958795,56.23656097560976,,21.4,0.219659818999505
902,2006 [YR2006],ETH,94.9423246965259,,5207320000.0,,1926585546.296758,17.5294857025146,15.899,79.9380035400391,18.903542288071,57.32492682926829,,21.9,0.310592656856176
903,2007 [YR2007],ETH,94.6100312662616,,5808650000.0,,2110059200.5377457,18.5990695953369,16.116,79.7600021362305,21.9944547947336,58.40800000000001,-50132.0,21.9,0.37
904,2008 [YR2008],ETH,94.5286659302423,,8276578000.0,,2323815113.6448007,19.6791496276855,16.51,79.6399993896484,18.8642360890827,59.44692682926829,,21.9,0.45
905,2009 [YR2009],ETH,94.6111324754007,,7667963000.0,,2548604910.063771,20.7679805755615,16.91,79.5429992675781,16.5526430116101,60.41578048780488,,21.9,0.54
906,2010 [YR2010],ETH,94.5283607433881,,8601769000.0,,2824291474.6722527,21.8638114929199,17.319,79.318000793457,16.1464362840417,61.29612195121952,,27.8,0.75
907,2011 [YR2011],ETH,94.0240213338971,,8896288000.0,31.546082211955323,3248242035.2010612,23.0,17.735,79.0830001831055,17.9830958707926,62.0830243902439,,27.8,1.1
908,2012 [YR2012],ETH,93.7616381447728,,11912932000.0,31.630605984480958,3886126116.340884,24.0694713592529,18.16,78.3529968261719,15.5053576901499,62.793536585365864,-60001.0,27.8,2.9
909,2013 [YR2013],ETH,93.0111609600507,,12224426209.7246,28.98771352178547,4822788054.024879,25.175802230835,18.59,78.9720001220703,14.4238945603723,63.44219512195122,,27.8,4.6
910,2014 [YR2014],ETH,92.7190417907475,,15551014242.7066,29.09946424029231,5644703694.515944,27.2,19.028,78.8099975585938,12.5439985247922,64.0350243902439,,27.8,7.7
911,2015 [YR2015],ETH,,,16913548245.2567,30.292810547592236,6764962487.413858,,19.472,78.5859985351563,14.2809583947515,64.5780487804878,,38.8,11.6
912,2000 [YR2000],FJI,52.8758329448856,,830000000.0,70.26341247870172,400056466.1088258,74.8355941772461,47.908,52.9280014038086,1.1515454227053,67.6058536585366,,,1.4968547339902
913,2001 [YR2001],FJI,45.1554219904528,,886000000.0,68.72539450159802,429142708.4290317,76.7249908447266,48.3,53.6660003662109,1.183596087019,67.788,,5.7,1.8579785936093
914,2002 [YR2002],FJI,51.2954124490971,,901000000.0,63.92405345996384,438838137.9100366,78.6071395874023,48.692,52.2039985656738,1.22388899235496,67.96709756097562,-61797.0,5.7,6.15264970011985
915,2003 [YR2003],FJI,45.8240070502259,,1205000000.0,68.24655948649726,442534465.91710216,80.0,49.085,51.9210014343262,1.28508463033769,68.14314634146342,,5.7,6.72543473821551
916,2004 [YR2004],FJI,38.9525918020015,,1446000000.0,70.41595000391386,486890955.4755907,82.3652954101563,49.479,53.8300018310547,1.1938343676275,68.31768292682928,,8.5,7.4129434854202
917,2005 [YR2005],FJI,43.6048072824479,,1607000000.0,65.12049079020969,454593135.86710566,84.2490997314453,49.871,53.5810012817383,1.21009873005504,68.49178048780489,,8.5,8.45363663371359
918,2006 [YR2006],FJI,41.4136785693364,,1804234000.0,67.91633420001169,457608414.48182106,86.1412582397461,50.264,52.0229988098145,1.25342332986208,68.66651219512195,,,9.6000384001536
919,2007 [YR2007],FJI,38.0376595016495,,1800470000.0,61.59407370175518,434034447.39037937,88.9,50.657,50.3370018005371,0.848097701688104,68.84341463414636,-28754.0,,10.8978310454645
920,2008 [YR2008],FJI,45.6122007633846,,2263880000.0,73.57959126406031,495172259.64375174,89.9586944580078,51.051,50.1520004272461,1.10440725162375,69.02202439024391,,,13.0
921,2009 [YR2009],FJI,35.1402664072969,,1439763000.0,59.74466059500464,500336630.526959,91.8814086914063,51.44,50.2060012817383,1.5230135624076,69.2028536585366,,,17.0
922,2010 [YR2010],FJI,29.7679121912587,,1808459000.0,63.893095689704225,533025387.0614607,93.8111190795898,51.828,49.9850006103516,2.9443487933594,69.38436585365855,,,20.0
923,2011 [YR2011],FJI,34.063835477211,,2181872000.0,64.91405178317291,543602407.906774,95.7460861206055,52.214,49.8400001525879,2.69236725982836,69.56500000000001,,,28.0
924,2012 [YR2012],FJI,32.9401625074868,,2252598000.0,64.17324142089042,404244786.11563385,97.6845474243164,52.596,49.7750015258789,2.77828812971851,69.74321951219511,-28720.0,,33.7423567521104
925,2013 [YR2013],FJI,37.852092632225,,2825730000.0,69.48403078454135,554926249.2695554,98.9159088134766,52.976,49.6809997558594,2.00406163907259,69.9179268292683,,,37.1
926,2014 [YR2014],FJI,37.5683912632937,,3250464000.0,63.64368281237438,561469184.7801466,100.0,53.354,49.5530014038086,1.76444735986553,70.08912195121952,,14.0,41.8
927,2015 [YR2015],FJI,,,2080875000.0,58.24684382718351,573648558.1203561,,53.728,49.8819999694824,1.47486836386014,70.25626829268293,,16.0,46.32872894627
928,2000 [YR2000],FIN,31.6702145363454,19616.349603453706,34442906098.0,32.90743499607371,54733165079.89363,100.0,82.183,54.8040008544922,0.423763049538406,77.4658536585366,,36.5,37.2484617371121
929,2001 [YR2001],FIN,29.2460732202916,20133.620378534117,32638886557.0,30.553113121983976,55428487919.43639,100.0,82.368,55.4529991149902,0.379491987580183,77.96585365853659,,36.5,43.1053633522263
930,2002 [YR2002],FIN,29.5226939534486,20613.569586424204,34218003325.0,30.204533040212016,57001904173.48744,100.0,82.503,55.2669982910156,0.423236756260339,78.11951219512196,31935.0,36.5,62.43
931,2003 [YR2003],FIN,28.3604225652767,21437.42779048145,42513235257.0,30.77146382175775,58871991505.7434,100.0,82.638,54.7799987792969,0.376865301383197,78.36829268292684,,37.5,69.22
932,2004 [YR2004],FIN,31.1068711441709,22148.167698357003,51442880347.0,32.40217823406551,61776454338.34773,100.0,82.772,54.5099983215332,0.300475920639841,78.71463414634148,,37.5,72.39
933,2005 [YR2005],FIN,31.5352208244477,22785.439854010758,58765772903.2374,36.37209755029291,64090223863.454796,100.0,82.905,55.8479995727539,0.290806665054349,78.8170731707317,,37.5,74.48
934,2006 [YR2006],FIN,31.2694741736219,23622.646849272012,69375215547.4048,39.011899382437115,69728298773.80438,100.0,83.037,56.7569999694824,0.366216775112021,79.21463414634147,,38.0,79.66
935,2007 [YR2007],FIN,31.8297405893782,24345.75791303834,81703782014.146,39.179136474724515,75579606021.61375,100.0,83.168,57.4620018005371,0.433754923857568,79.26341463414636,71143.0,41.5,80.78
936,2008 [YR2008],FIN,34.7601597832378,24746.407261005723,91781402545.532,41.43388862790446,73623431099.70012,100.0,83.299,57.9729995727539,0.618500615190847,79.56829268292684,,41.5,83.67
937,2009 [YR2009],FIN,32.7090234663267,23961.52344863954,60889487994.456,34.260256643963125,60278530278.304184,100.0,83.429,55.851001739502,0.34874852509423,79.71951219512196,,40.0,82.49
938,2010 [YR2010],FIN,33.6063461093036,24583.586513665166,68803053469.8993,37.41207910208445,64953748608.944084,100.0,83.558,55.1980018615723,0.629935438949641,79.87073170731709,,40.0,86.89
939,2011 [YR2011],FIN,35.2800301516667,25186.88255421855,84264351611.376,40.01036222056291,64826603861.141975,100.0,83.688,55.5699996948242,0.813798272265324,80.47073170731709,,42.5,88.70999491353
940,2012 [YR2012],FIN,38.8307180672797,25151.723286215994,76467827040.0,40.924356709194015,59772600136.0083,100.0,83.819,55.4589996337891,0.727026946712689,80.6268292682927,107409.0,42.5,89.879997974222
941,2013 [YR2013],FIN,38.5352860201618,24922.63587217867,77569938270.0,39.69941673469789,59493146575.734924,100.0,83.952,54.3419990539551,0.653645214632039,80.97560975609757,,42.5,91.5144
942,2014 [YR2014],FIN,41.1912614309843,25008.687214531656,76746647900.0,38.152272306958544,58913048663.88782,100.0,84.086,53.7210006713867,0.635662945372945,81.18048780487807,,42.5,92.38
943,2015 [YR2015],FIN,,25299.155682846307,60453881250.0,37.13886144402919,58261431831.40203,,84.221,53.0139999389648,0.587448904736959,81.38536585365853,,41.5,92.6513
944,2000 [YR2000],FRA,9.25599938877348,20448.46198428834,338939622173.0,27.085921189144575,451091023259.4804,100.0,75.871,49.3880004882813,0.0678507684004491,79.05609756097562,,10.9,14.3079239430677
945,2001 [YR2001],FRA,9.3952215937127,20816.826556540607,328608107576.0,26.522485334666122,462225459663.3585,100.0,76.127,49.9739990234375,0.0607076910739062,79.15853658536587,,10.9,26.3259035521688
946,2002 [YR2002],FRA,8.66875583933041,21094.976456812587,329262267377.0,25.375738822863784,464278317570.5801,100.0,76.38,50.1080017089844,0.0546992365750252,79.26097560975612,739395.0,12.1,30.18
947,2003 [YR2003],FRA,8.84755476289167,21262.217285859657,398840258376.0,24.521111639036103,470077972264.5948,100.0,76.632,50.9210014343262,0.0491105107483613,79.11463414634147,,12.2,36.14
948,2004 [YR2004],FRA,8.887712249935,21527.69366867119,470944607569.0,25.287766840468564,480735615864.21497,100.0,76.883,50.4519996643066,0.0390800846374232,80.16341463414635,,12.2,39.15
949,2005 [YR2005],FRA,8.62975404261688,21903.013240803542,504124426048.817,26.78317676630297,487046498398.35065,100.0,77.13,50.7760009765625,0.0430563241548697,80.16341463414635,,12.2,42.87
950,2006 [YR2006],FRA,8.4978791859134,22230.822635802506,541919318880.652,28.011398249685556,496396935059.6305,100.0,77.377,50.6749992370605,0.0491429768977794,80.81219512195123,,12.2,46.87
951,2007 [YR2007],FRA,9.36416463021492,22645.040729232787,630861376869.609,28.41931057167968,509883549297.8476,100.0,77.621,51.234001159668,0.0514241814844209,81.11219512195123,480787.0,18.2,66.09
952,2008 [YR2008],FRA,10.5030367595406,22618.416366437483,716794915794.77,29.137610541874388,494701671755.60254,100.0,77.864,51.5830001831055,0.0548416516380953,81.21463414634148,,18.2,70.68
953,2009 [YR2009],FRA,11.2292686222012,22550.28261655467,560873021398.879,25.49621792898154,464880930698.18384,100.0,78.106,50.8390007019043,0.0509483514032756,81.41463414634147,,18.9,71.58
954,2010 [YR2010],FRA,11.8721272107201,22852.277589105022,611069803832.687,27.925209196384653,467557592524.3094,100.0,78.345,50.6769981384277,0.055387523403456,81.66341463414635,,18.9,77.28
955,2011 [YR2011],FRA,10.8395702615492,22850.053654053318,720028491697.728,30.365505680615207,473547964340.0273,100.0,78.584,50.5470008850098,0.0547049478956757,82.11463414634147,,18.9,77.8199989926706
956,2012 [YR2012],FRA,12.3664353345645,22690.150276010187,674415288800.0,30.6785712403249,467937702343.2594,100.0,78.82,50.3899993896484,0.0502085295994595,81.96829268292684,331555.0,26.9,81.44
957,2013 [YR2013],FRA,13.4126371580218,22685.153330532183,681467234640.0,30.490730200032523,471848727762.6304,100.0,79.055,49.9080009460449,0.0476662744634869,82.21951219512196,,26.9,81.9198
958,2014 [YR2014],FRA,13.1326380260299,22728.23417026289,676603190100.0,30.82418633931968,467455611841.1764,100.0,79.289,49.7200012207031,0.0493119070750515,82.67073170731709,,26.2,83.75
959,2015 [YR2015],FRA,,22979.15037181705,573403246850.0,31.21623265973732,471746747079.4974,,79.52,49.4440002441406,0.0418825530160052,82.67073170731709,,26.2,84.6945
960,2000 [YR2000],GAB,72.7791074587386,2527.205053822104,950467431.0,32.66975223102932,8742326110.098045,73.6,80.082,49.8190002441406,44.2805164673242,59.339487804878054,,9.2,1.21614061828589
961,2001 [YR2001],GAB,72.4204644443736,2457.578079540363,1002279551.0,29.36338076252749,8815729352.020893,75.8774566650391,80.85,49.6809997558594,31.5922939207404,59.11670731707318,,9.2,1.34762022159633
