,year,country_code,renewable energy share 2000-14,household expenditure 2015,merchandise imports 2000-15,imports of goods and services,industry value added 2000-15,electricity access 2014,urbanization rate,employment ratio,natural resource rents,life expectancy,net migration,women in parliament,internet use
73,2009 [YR2009],ATG,0.0,7247.247584336628,533867000.0,58.016399870176286,248968443.03968802,93.35009765625,26.819,,0.0,75.14702439024391,,10.5,42.0
74,2010 [YR2010],ATG,0.0,8185.849935461707,501230000.0,59.14321084684866,186002962.96296296,93.9616165161133,26.239,,0.0,75.3087804878049,,10.5,47.0
75,2011 [YR2011],ATG,0.0,8356.841947849549,430444000.0,56.16841343471519,161392989.45916495,94.5520140336941,25.667,,0.0,75.46602439024392,,10.5,52.0
76,2012 [YR2012],ATG,0.0,8924.6922531277,492347000.0,57.72668584966769,165806744.455153,95.1986541748047,25.135,,0.0,75.62180487804879,-56.0,10.5,58.0
77,2013 [YR2013],ATG,0.0,9054.918089424722,503069000.0,60.27234809933743,174755324.90868923,95.8206787109375,24.643,,0.0,75.77865853658537,,10.5,63.4
78,2014 [YR2014],ATG,0.0,8993.410844913586,517384000.0,58.27316302282108,182129562.30564174,96.442985534668,24.19,,0.0,75.93763414634147,,11.1,64.0
79,2015 [YR2015],ATG,,7867.736096418475,444488900.0,49.4534940690701,187353528.51740375,,23.773,,0.0,76.10021951219512,,11.1,65.2
80,2000 [YR2000],ARG,11.0779531419408,5225.1044487846475,25154000000.0,11.63610613864173,78013071527.92929,95.0955581665039,89.142,49.1790008544922,2.10066834735884,73.75580487804879,,26.5,7.0386830862178
81,2001 [YR2001],ARG,13.0403745824847,4870.690840161485,20320000000.0,10.27329135912511,72937692368.78857,95.5110634674458,89.329,47.9739990234375,1.70090880097113,73.96031707317074,,,9.78080728532407
82,2002 [YR2002],ARG,13.2879805729717,4125.536777778098,8990000000.0,13.370097255102698,62863509626.133354,95.817008972168,89.519,46.8520011901855,4.82861423618247,74.15578048780489,-90000.0,30.7,10.8821243775325
83,2003 [YR2003],ARG,12.5181290548164,4413.624962879288,13834000000.0,14.713780843527498,73230595144.46545,96.1707611083984,89.71,49.0789985656738,4.27993910386693,74.34126829268294,,30.7,11.9136965509954
84,2004 [YR2004],ARG,8.34804550106846,4780.576457991407,22445200000.0,16.845026684957805,83073837932.13496,96.5250701904297,89.899,53.7050018310547,4.46614087285224,74.51878048780488,,33.7,16.0366841054923
85,2005 [YR2005],ARG,8.95760224898816,5079.321478241209,28688700000.0,17.321015152996853,88502201577.93913,96.8838272094727,90.084,55.015998840332,5.44464404624284,74.6878048780488,,36.2,17.7205833696065
86,2006 [YR2006],ARG,10.1878433203209,5576.927835231767,34152000000.0,17.406785268103604,96170848625.4511,97.2509384155273,90.266,56.2770004272461,5.91203912200959,74.8499024390244,,35.0,20.9272021035896
87,2007 [YR2007],ARG,8.88765044692423,6034.996409588925,44706000000.0,18.282420307064402,101973170046.61214,97.6293563842773,90.445,56.3600006103516,4.91500483555006,75.00904878048782,-84998.0,40.0,25.9466329403819
88,2008 [YR2008],ARG,7.60968721787448,6406.151750334949,57461700000.0,18.341772996413997,105105829488.8188,98.0248184204102,90.622,56.1720008850098,5.05085468255304,75.16626829268293,,40.0,28.1126234799907
89,2009 [YR2009],ARG,8.57405951860802,5998.425853755709,38785800000.0,14.496141849406063,98344013165.28874,98.4211883544922,90.795,55.935001373291,2.87748820619491,75.32456097560976,,38.5,34.0
90,2010 [YR2010],ARG,8.9614455080753,6600.864961543586,56792500000.0,16.037189858198683,107003102712.48662,98.82,90.966,55.806999206543,3.13817619530761,75.4849756097561,,38.5,45.0
91,2011 [YR2011],ARG,10.1168481145891,7144.242782343792,74319300000.0,16.756945854648876,113242365716.76996,99.2201919555664,91.133,55.7589988708496,3.69521635500982,75.64904878048782,,37.4,51.0
92,2012 [YR2012],ARG,9.86670021115689,7148.086503200201,67974200000.0,14.288682909686242,110749757847.90631,99.5730590820313,91.295,55.931999206543,3.4755328516501,75.81624390243904,30000.0,37.4,55.8
93,2013 [YR2013],ARG,10.2208551317966,7331.026652789676,74441800000.0,14.716755613665145,111360204064.49147,99.83154296875,91.452,56.3160018920898,2.97702311469381,75.98609756097562,,,59.9
94,2014 [YR2014],ARG,10.7731248609902,6939.487723999937,65229800000.0,14.001315055851881,107504874805.79666,100.0,91.604,56.4790000915527,2.95011532203657,76.15860975609758,,36.6,64.7
95,2015 [YR2015],ARG,,7112.588986050241,59756700000.0,11.84814035597034,109084039393.97711,,91.751,56.9410018920898,1.18332950838363,76.33421951219513,,,69.40092102179
96,2000 [YR2000],ARM,7.16426308560288,1294.125478778795,882000000.0,50.54328923884627,1450667966.7999377,98.9,64.666,46.7410011291504,0.363153248181289,71.27658536585368,,3.1,1.30047002237784
97,2001 [YR2001],ARM,5.4191127298346,1401.7304943230497,874000000.0,46.148805725225635,1525451789.5424545,100.0,64.385,46.6539993286133,0.296621494470449,71.75582926829269,,3.1,1.63109466677715
98,2002 [YR2002],ARM,8.89936750844607,1534.916181308148,987200000.0,46.58686855660928,1850946019.1253748,98.0,64.283,46.9099998474121,0.460033866156778,72.20160975609757,-143966.0,3.1,1.9604050458212
99,2003 [YR2003],ARM,9.81161510960088,1654.5478537937872,1279500000.0,50.03500154218524,2308703912.2286286,99.2153549194336,64.25,47.1380004882813,0.520582253743589,72.60958536585366,,4.6,4.57521722477781
100,2004 [YR2004],ARM,8.70789934371147,1812.6846082661118,1350700000.0,45.302381294559055,2479178189.683468,99.3073043823242,64.217,47.3950004577637,0.973893202150097,72.973756097561,,5.3,4.8990085713054
101,2005 [YR2005],ARM,6.49117406663765,1984.8094054512037,1801700000.0,43.22970515286835,2846033541.881365,99.8,64.184,47.689998626709,0.901248506955712,73.28739024390244,,5.3,5.25298335195804
102,2006 [YR2006],ARM,7.6528355676714,2165.922635666874,2191600000.0,39.25020719528401,3317548347.681132,99.5071563720703,64.15,48.0270004272461,1.78880856204291,73.54826829268293,,5.3,5.63178777731609
103,2007 [YR2007],ARM,7.01726201928107,2474.04636571007,3267800000.0,39.15081443607139,3691137631.2923207,99.619987487793,64.117,48.423999786377,1.29704192440354,73.76465853658539,-136009.0,9.2,6.02125339712607
104,2008 [YR2008],ARM,6.40516759570713,2629.398425740768,4426100000.0,40.65575861808815,3965515820.616792,99.7395172119141,63.997,48.9679985046387,1.29454636169861,73.945,,8.4,6.21
105,2009 [YR2009],ARM,7.80055562612142,2531.2627949832367,3321100000.0,43.00440118905633,2833251203.874875,99.8528900146484,63.789,48.2029991149902,1.65662680462871,74.0958292682927,,9.2,15.3
106,2010 [YR2010],ARM,9.3598172258907,2638.980304667398,3782880000.0,45.317191966817425,3043459771.6376233,99.8,63.58,49.8790016174316,2.99209032217788,74.22634146341464,,9.2,25.0
107,2011 [YR2011],ARM,8.00961545425935,2716.8014109692,4145300000.0,47.35401166178782,3097274731.882952,99.9835433959961,63.371,51.4280014038086,3.97232299576262,74.34282926829269,,8.4,32.0
108,2012 [YR2012],ARM,6.56571178911898,2957.381915869211,4261200000.0,48.400021516664694,3251876631.060218,99.9979400634766,63.161,51.8530006408691,3.99123581030387,74.45209756097562,-9876.0,10.7,37.5
109,2013 [YR2013],ARM,6.77121777494337,2972.0489902927047,4476800000.0,48.19706929316731,3268558757.9423766,100.0,62.975,52.7179985046387,3.43830975022473,74.56136585365854,,10.7,41.9
110,2014 [YR2014],ARM,7.7247338654504,2988.6405733475567,4401400000.0,47.046546136734584,3193774133.6215105,100.0,62.812,51.9469985961914,3.58814105061014,74.67570731707318,,10.7,54.6228058583362
111,2015 [YR2015],ARM,,2742.4127575344037,3254200000.0,41.961312687434585,3311528586.1234536,,62.673,52.5410003662109,3.48590545343081,74.79712195121951,,10.7,58.2493322231746
112,2000 [YR2000],AUS,8.4233424471751,23337.829420632916,71529000000.0,21.44290000982593,219830270909.23022,100.0,87.165,59.5060005187988,2.64272751004872,79.23414634146343,,23.0,46.7561156116738
113,2001 [YR2001],AUS,8.37028223004478,23782.157406165094,63888000000.0,21.94529503910532,217792245224.31073,100.0,87.378,59.2690010070801,3.09969102344438,79.63414634146342,,,52.6892664310395
114,2002 [YR2002],AUS,8.73872132518713,24219.602444691478,72689500000.0,20.628775383571014,226282009024.2119,100.0,87.541,59.523998260498,2.90163677471424,79.93658536585367,575104.0,25.3,
115,2003 [YR2003],AUS,7.13900317672162,24946.31517453972,89084400000.0,21.02292078090089,239467156597.77997,100.0,87.695,59.9659996032715,2.84092938209236,80.23902439024391,,25.3,
116,2004 [YR2004],AUS,6.66882802564038,25927.237630119198,109384000000.0,19.69406844432795,244222836989.34393,100.0,87.849,60.1730003356934,3.75707116434236,80.49024390243903,,24.7,
